cve_id,commit_hash,repo_url,repo_name,cvss_score,cwe_id,published_date,cvss3_base_severity,epss_score
CVE-2012-5642,83109bce144f443a48ef31165a5389b7b83f4e0e,https://github.com/fail2ban/fail2ban,fail2ban/fail2ban,0.0,NVD-CWE-noinfo,2012-12-31T11:50Z,,0.03123
CVE-2013-0212,e96273112b5b5da58d970796b7cfce04c5030a89,https://github.com/openstack/glance,openstack/glance,0.0,CWE-200,2013-02-24T21:55Z,,0.02965
CVE-2013-0270,7691276b869a86c2b75631d5bede9f61e030d9d8,https://github.com/openstack/keystone,openstack/keystone,0.0,CWE-119,2013-04-12T22:55Z,,0.03067
CVE-2013-0294,38f74b36814ca5b1a27d9898141126af4953bee5,https://github.com/wichert/pyrad,pyradius/pyrad,5.9,CWE-330,2020-01-28T16:15Z,MEDIUM,0.02833
CVE-2013-0342,38f74b36814ca5b1a27d9898141126af4953bee5,https://github.com/pyradius/pyrad,pyradius/pyrad,4.3,CWE-20,2019-12-09T21:15Z,MEDIUM,0.01543
CVE-2013-1445,19dcf7b15d61b7dc1a125a367151de40df6ef175,https://github.com/dlitz/pycrypto,pycrypto/pycrypto,0.0,CWE-310,2013-10-26T17:55Z,,0.02007
CVE-2013-1630,ffadb0bcdef1e385884571670210cfd6ba351784,https://github.com/mardiros/pyshop,mardiros/pyshop,0.0,CWE-20,2013-08-06T02:52Z,,0.02083
CVE-2013-2012,ad09ee27d402be797b3456abff6edeb4291edfec,https://github.com/wting/autojump,wting/autojump,7.3,CWE-269,2019-10-31T20:15Z,HIGH,0.00413
CVE-2013-2012,c763b2afadb188ab52849c21d43d2e8fe5b8800a,https://github.com/wting/autojump,wting/autojump,7.3,CWE-269,2019-10-31T20:15Z,HIGH,0.00413
CVE-2013-2132,a060c15ef87e0f0e72974c7c0e57fe811bbd06a2,https://github.com/mongodb/mongo-python-driver,mongodb/mongo-python-driver,0.0,NVD-CWE-Other,2013-08-15T17:55Z,,0.02633
CVE-2013-2209,4aaacbb1e628a80803ba1a55703db38fccdf7dbf,https://github.com/reviewboard/reviewboard,reviewboard/reviewboard,0.0,CWE-79,2013-07-31T13:20Z,,0.02164
CVE-2013-4249,cbe6d5568f4f5053ed7228ca3c3d0cce77cf9560,https://github.com/django/django,django/django,0.0,CWE-79,2013-10-04T17:55Z,,0.0288
CVE-2013-4251,bd296e0336420b840fcd2faabb97084fd252a973,https://github.com/scipy/scipy,scipy/scipy,7.8,CWE-269,2019-11-04T20:15Z,HIGH,0.00427
CVE-2013-4509,6aae0a9f145f536515e268dd6b25aa740a5edfe7,https://github.com/ibus/ibus-anthy,ibus/ibus-anthy,0.0,CWE-255,2013-11-23T19:55Z,,0.00341
CVE-2013-6044,ae3535169af804352517b7fea94a42a1c9c4b762,https://github.com/django/django,django/django,0.0,CWE-79,2013-10-04T17:55Z,,0.02297
CVE-2013-7176,eb2f0c927257120dfc32d2450fd63f1962f38821,https://github.com/fail2ban/fail2ban,fail2ban/fail2ban,0.0,CWE-20,2014-02-01T15:55Z,,0.03235
CVE-2013-7177,bd175f026737d66e7110868fb50b3760ff75e087,https://github.com/fail2ban/fail2ban,fail2ban/fail2ban,0.0,CWE-20,2014-02-01T15:55Z,,0.03235
CVE-2013-7416,2817869f98c54975f31e2dd674c1aefa70749cca,https://github.com/themoken/canto-curses,themoken/canto-curses,0.0,CWE-77,2014-12-03T21:59Z,,0.02846
CVE-2013-7459,8dbe0dc3eea5c689d4f76b37b93fe216cf1f00d4,https://github.com/dlitz/pycrypto,pycrypto/pycrypto,9.8,CWE-119,2017-02-15T15:59Z,CRITICAL,0.09501
CVE-2014-0012,acb672b6a179567632e032f547582f30fa2f4aa7,https://github.com/mitsuhiko/jinja2,pallets/jinja,0.0,CWE-264,2014-05-19T14:55Z,,0.0043
CVE-2014-0593,10d5bddcea29f74a175f7f550924bf6407e52e93,https://github.com/openSUSE/obs-service-set_version,openSUSE/obs-service-set_version,9.8,CWE-20,2018-06-08T17:29Z,CRITICAL,0.01869
CVE-2014-1604,fc9bbcd25b0b4f09bbd6339f710ad24c129d5d7c,https://github.com/alex/rply,alex/rply,0.0,NVD-CWE-Other,2014-01-28T00:55Z,,0.00351
CVE-2014-1858,0bb46c1448b0d3f5453d5182a17ea7ac5854ee15,https://github.com/numpy/numpy,numpy/numpy,5.5,CWE-20,2018-01-08T19:29Z,MEDIUM,0.00447
CVE-2014-1859,0bb46c1448b0d3f5453d5182a17ea7ac5854ee15,https://github.com/numpy/numpy,numpy/numpy,5.5,CWE-59,2018-01-08T19:29Z,MEDIUM,0.00471
CVE-2014-1932,4e9f367dfd3f04c8f5d23f7f759ec12782e10ee7,https://github.com/python-imaging/Pillow,python-pillow/Pillow,0.0,CWE-59,2014-04-17T14:55Z,,0.00492
CVE-2014-1933,4e9f367dfd3f04c8f5d23f7f759ec12782e10ee7,https://github.com/python-imaging/Pillow,python-pillow/Pillow,0.0,CWE-264,2014-04-17T14:55Z,,0.00448
CVE-2014-2235,876e3662ff6b78cc6241338c15e3a0cb49edf4e2,https://github.com/ASKBOT/askbot-devel,ASKBOT/askbot-devel,0.0,CWE-79,2014-03-05T16:37Z,,0.01925
CVE-2014-2236,876e3662ff6b78cc6241338c15e3a0cb49edf4e2,https://github.com/ASKBOT/askbot-devel,ASKBOT/askbot-devel,0.0,CWE-79,2014-03-05T16:37Z,,0.02095
CVE-2014-2236,a676a86b6b7a5737d4da4f59f71e037406f88d29,https://github.com/ASKBOT/askbot-devel,ASKBOT/askbot-devel,0.0,CWE-79,2014-03-05T16:37Z,,0.02095
CVE-2014-2260,3270fd1d78391bb847b4c9ce37cf921f485b1310,https://github.com/Eugeny/ajenti,Eugeny/ajenti,0.0,CWE-79,2014-04-30T23:58Z,,0.01487
CVE-2014-3498,8ed6350e65c82292a631f08845dfaacffe7f07f5,https://github.com/ansible/ansible,ansible/ansible,8.8,CWE-20,2017-06-08T18:29Z,HIGH,0.02498
CVE-2014-3589,205e056f8f9b06ed7b925cf8aa0874bc4aaf8a7d,https://github.com/python-pillow/Pillow,python-pillow/Pillow,0.0,CWE-20,2014-08-25T14:55Z,,0.03587
CVE-2014-3840,398c480c10416d76e7c1dcb607e726e8fc988e72,https://github.com/mayan-edms/mayan-edms,mayan-edms/Mayan-EDMS,0.0,CWE-79,2014-05-27T13:55Z,,0.03476
CVE-2014-3994,50000d0bbb983fa8c097b588d06b64df8df483bd,https://github.com/djblets/djblets,djblets/djblets,0.0,CWE-79,2014-06-16T18:55Z,,0.02392
CVE-2014-3994,77a68c03cd619a0996f3f37337b8c39ca6643d6e,https://github.com/djblets/djblets,djblets/djblets,0.0,CWE-79,2014-06-16T18:55Z,,0.02392
CVE-2014-3994,e2c79117efd925636acd871a5f473512602243cf,https://github.com/djblets/djblets,djblets/djblets,0.0,CWE-79,2014-06-16T18:55Z,,0.02392
CVE-2014-3995,50000d0bbb983fa8c097b588d06b64df8df483bd,https://github.com/djblets/djblets,djblets/djblets,0.0,CWE-79,2014-06-16T18:55Z,,0.02083
CVE-2014-3995,77ac64642ad530bf69e390c51fc6fdcb8914c8e7,https://github.com/djblets/djblets,djblets/djblets,0.0,CWE-79,2014-06-16T18:55Z,,0.02083
CVE-2014-3995,e2c79117efd925636acd871a5f473512602243cf,https://github.com/djblets/djblets,djblets/djblets,0.0,CWE-79,2014-06-16T18:55Z,,0.02083
CVE-2014-4301,d3fc5eb142ff16d55d158afb050af18d5ff09120,https://github.com/Eugeny/ajenti,Eugeny/ajenti,0.0,CWE-79,2014-06-18T14:55Z,,0.02282
CVE-2014-4678,5429b85b9f6c2e640074176f36ff05fd5e4d1916,https://github.com/ansible/ansible,ansible/ansible,9.8,CWE-74,2020-02-20T03:15Z,CRITICAL,0.05197
CVE-2014-9720,1c36307463b1e8affae100bf9386948e6c1b2308,https://github.com/tornadoweb/tornado,tornadoweb/tornado,6.5,CWE-203,2020-01-24T18:15Z,MEDIUM,0.02489
CVE-2015-1326,4e7d0df909338eb3c44b083722c7bf8b76bdf940,https://github.com/martinpitt/python-dbusmock,martinpitt/python-dbusmock,8.8,CWE-20,2019-04-22T16:29Z,HIGH,0.01815
CVE-2015-1838,e11298d7155e9982749483ca5538e46090caef9c,https://github.com/saltstack/salt,saltstack/salt,5.3,CWE-19,2017-04-13T14:59Z,MEDIUM,0.00428
CVE-2015-1839,22d2f7a1ec93300c34e8c42d14ec39d51e610b5c,https://github.com/saltstack/salt,saltstack/salt,5.3,CWE-19,2017-04-13T14:59Z,MEDIUM,0.00426
CVE-2015-1839,b49d0d4b5ca5c6f31f03e2caf97cef1088eeed81,https://github.com/saltstack/salt,saltstack/salt,5.3,CWE-19,2017-04-13T14:59Z,MEDIUM,0.00426
CVE-2015-2286,a1ffcc52594b1e7240501aab0ea145f1da3edb5a,https://github.com/edx/edx-platform,edx/edx-platform,6.5,CWE-200,2016-03-19T10:59Z,MEDIUM,0.02047
CVE-2015-3010,eee56770393bf19ed2dd5389226c6190c08dee3f,https://github.com/ceph/ceph-deploy,ceph/ceph-deploy,0.0,CWE-200,2015-06-16T16:59Z,,0.00376
CVE-2015-3171,d7759d3ddae5fe99a340c88a1d370d65cfa73fd6,https://github.com/sosreport/sos,sosreport/sos,5.5,CWE-200,2017-07-25T18:29Z,MEDIUM,0.00342
CVE-2015-3220,aca8d4f898b436ff6754e1a9ab96cae976c8a853,https://github.com/trevp/tlslite,trevp/tlslite,7.5,CWE-119,2017-06-13T16:29Z,HIGH,0.03204
CVE-2015-4082,78f9ad1faba7193ca7f0acccbc13b1ff6ebf9072,https://github.com/jborg/attic,jborg/attic,6.5,CWE-264,2017-08-18T16:29Z,MEDIUM,0.02466
CVE-2015-5081,f77cbc607d6e2a62e63287d37ad320109a2cc78a,https://github.com/divio/django-cms,django-cms/django-cms,8.8,CWE-352,2017-08-18T18:29Z,HIGH,0.01036
CVE-2015-5159,f274aa6787cb8b3ec1cc12c440a56665b7231882,https://github.com/latchset/kdcproxy,latchset/kdcproxy,7.5,CWE-20,2018-10-30T18:29Z,HIGH,0.02174
CVE-2015-5263,b542d7465f7e6e02e1ea1aec059ac607a65cefe7,https://github.com/pulp/pulp,pulp/pulp,8.1,CWE-295,2017-09-25T21:29Z,HIGH,0.00866
CVE-2015-6240,952166f48eb0f5797b75b160fd156bbe1e8fc647,https://github.com/ansible/ansible,ansible/ansible,7.8,CWE-59,2017-06-07T20:29Z,HIGH,0.00443
CVE-2015-6240,ca2f2c4ebd7b5e097eab0a710f79c1f63badf95b,https://github.com/ansible/ansible,ansible/ansible,7.8,CWE-59,2017-06-07T20:29Z,HIGH,0.00443
CVE-2015-6918,28aa9b105804ff433d8f663b2f9b804f2b75495a,https://github.com/saltstack/salt,saltstack/salt,6.3,CWE-200,2017-10-10T16:29Z,MEDIUM,0.01227
CVE-2015-6941,c0689e32154c41f59840ae10ffc5fbfa30618710,https://github.com/twangboy/salt,twangboy/salt,9.8,CWE-534,2017-08-09T16:29Z,CRITICAL,0.0222
CVE-2015-6961,e31a099cb3456fef471886339653430ae59056b0,https://github.com/web2py/web2py,web2py/web2py,6.1,CWE-601,2017-10-18T20:29Z,MEDIUM,0.01009
CVE-2015-7315,e1d981bfa14b664317285f0f36498f4be4a23406,https://github.com/zopefoundation/Products.CMFCore,zopefoundation/Products.CMFCore,5.9,CWE-284,2017-09-25T17:29Z,MEDIUM,0.02004
CVE-2015-7316,3da710a2cd68587f0bf34f2e7ea1167d6eeee087,https://github.com/plone/Products.CMFPlone,plone/Products.CMFPlone,6.1,CWE-79,2017-09-25T17:29Z,MEDIUM,0.01221
CVE-2015-8213,316bc3fc9437c5960c24baceb93c73f1939711e4,https://github.com/django/django,django/django,0.0,CWE-200,2015-12-07T20:59Z,,0.04284
CVE-2015-8309,62dec34a1ea0741400dd6b6c660d303dcd651e86,https://github.com/devsnd/cherrymusic,devsnd/cherrymusic,4.3,CWE-22,2017-03-27T15:59Z,MEDIUM,0.06665
CVE-2015-8310,62dec34a1ea0741400dd6b6c660d303dcd651e86,https://github.com/devsnd/cherrymusic,devsnd/cherrymusic,5.4,CWE-79,2017-03-27T15:59Z,MEDIUM,0.00847
CVE-2015-8747,bcaf452e516c02c9bed584a73736431c5e8831f1,https://github.com/Unrud/Radicale,Unrud/Radicale,10.0,CWE-20,2016-02-03T18:59Z,CRITICAL,0.02945
CVE-2015-8748,4bfe7c9f7991d534c8b9fbe153af9d341f925f98,https://github.com/Unrud/Radicale,Unrud/Radicale,5.3,CWE-264,2016-02-03T18:59Z,MEDIUM,0.02219
CVE-2016-0720,b9e7f061788c3b86a0c67d2d4158f067ec5eb625,https://github.com/ClusterLabs/pcs,ClusterLabs/pcs,8.8,CWE-352,2017-04-21T15:59Z,HIGH,0.01412
CVE-2016-0721,acdbbe8307e6f4a36b2c7754765e732e43fe8d17,https://github.com/ClusterLabs/pcs,ClusterLabs/pcs,8.1,CWE-384,2017-04-21T15:59Z,HIGH,0.02294
CVE-2016-0721,bc6ad9086857559db57f4e3e6de66762291c0774,https://github.com/ClusterLabs/pcs,ClusterLabs/pcs,8.1,CWE-384,2017-04-21T15:59Z,HIGH,0.02294
CVE-2016-0721,e9b28833d54a47ec441f6dbad0db96e1fc662a5b,https://github.com/ClusterLabs/pcs,ClusterLabs/pcs,8.1,CWE-384,2017-04-21T15:59Z,HIGH,0.02294
CVE-2016-0775,893a40850c2d5da41537958e40569c029a6e127b,https://github.com/python-pillow/Pillow,python-pillow/Pillow,6.5,CWE-119,2016-04-13T16:59Z,MEDIUM,0.02689
CVE-2016-1000003,2e227f6023477cbdbefd577f15d0846aa40c8775,https://github.com/fedora-infra/mirrormanager2,fedora-infra/mirrormanager2,9.8,CWE-94,2016-10-07T18:59Z,CRITICAL,0.03378
CVE-2016-1000003,eb9b542bc818071b9eee41c3583b7e6e172b3a53,https://github.com/fedora-infra/mirrormanager2,fedora-infra/mirrormanager2,9.8,CWE-94,2016-10-07T18:59Z,CRITICAL,0.03378
CVE-2016-10127,6e09a25d9b4b7aa7a506853210a9a14100b8bc9b,https://github.com/rohe/pysaml2,IdentityPython/pysaml2,9.0,CWE-611,2017-03-03T15:59Z,CRITICAL,0.02133
CVE-2016-10149,6e09a25d9b4b7aa7a506853210a9a14100b8bc9b,https://github.com/rohe/pysaml2,IdentityPython/pysaml2,7.5,CWE-611,2017-03-24T14:59Z,HIGH,0.0386
CVE-2016-10187,3a89718664cb8cce0449d1758eee585ed0d0433c,https://github.com/kovidgoyal/calibre,kovidgoyal/calibre,5.5,CWE-264,2017-03-16T15:59Z,MEDIUM,0.02793
CVE-2016-10321,944d8bd8f3c5cf8ae296fc03d149056c65358426,https://github.com/web2py/web2py,web2py/web2py,9.8,CWE-254,2017-04-10T14:59Z,CRITICAL,0.02587
CVE-2016-10745,9b53045c34e61013dc8f09b7e52a555fa16bed16,https://github.com/pallets/jinja,pallets/jinja,8.6,CWE-134,2019-04-08T13:29Z,HIGH,0.03492
CVE-2016-10766,d54f79f5bf3e1af17063937df1abc0026843412d,https://github.com/edx/edx-platform,edx/edx-platform,8.8,CWE-352,2019-07-29T17:15Z,HIGH,0.00604
CVE-2016-1505,b4b3d51f33c7623d312f289252dd7bbb8f58bbe6,https://github.com/Unrud/Radicale,Unrud/Radicale,10.0,CWE-21,2016-02-03T18:59Z,CRITICAL,0.02592
CVE-2016-2512,c5544d289233f501917e25970c03ed444abbd4f0,https://github.com/django/django,django/django,7.4,CWE-79,2016-04-08T15:59Z,HIGH,0.04035
CVE-2016-2513,67b46ba7016da2d259c1ecc7d666d11f5e1cfaab,https://github.com/django/django,django/django,3.1,CWE-200,2016-04-08T15:59Z,LOW,0.03317
CVE-2016-2533,ae453aa18b66af54e7ff716f4ccb33adca60afd4,https://github.com/python-pillow/Pillow,python-pillow/Pillow,6.5,CWE-119,2016-04-13T16:59Z,MEDIUM,0.03998
CVE-2016-3952,9706d125b42481178d2b423de245f5d2faadbf40,https://github.com/web2py/web2py,web2py/web2py,7.8,CWE-255,2018-02-06T18:29Z,HIGH,0.01058
CVE-2016-4009,4e0d9b0b9740d258ade40cce248c93777362ac1e,https://github.com/python-pillow/Pillow,python-pillow/Pillow,9.8,CWE-119,2016-04-13T16:59Z,CRITICAL,0.07871
CVE-2016-4444,5cd60033ea7f5bdf8c19c27b23ea2d773d9b09f5,https://github.com/fedora-selinux/setroubleshoot,fedora-selinux/setroubleshoot,7.0,CWE-77,2017-04-11T18:59Z,HIGH,0.00474
CVE-2016-4445,2d12677629ca319310f6263688bb1b7f676c01b7,https://github.com/fedora-selinux/setroubleshoot,fedora-selinux/setroubleshoot,7.0,CWE-77,2017-04-11T18:59Z,HIGH,0.00474
CVE-2016-6298,eb5be5bd94c8cae1d7f3ba9801377084d8e5a7ba,https://github.com/latchset/jwcrypto,latchset/jwcrypto,5.3,CWE-200,2016-09-01T23:59Z,MEDIUM,0.02226
CVE-2016-6639,e2db3ccd4812e0c0aba20720fc51789d981aba67,https://github.com/cloudfoundry/php-buildpack,cloudfoundry/php-buildpack,7.5,CWE-254,2016-09-18T02:59Z,HIGH,0.01704
CVE-2016-6902,a686f71732a3d0f16df52ef46ab8a49ee0083c68,https://github.com/ghantoos/lshell,ghantoos/lshell,9.9,CWE-264,2017-04-24T19:59Z,CRITICAL,0.05081
CVE-2016-6903,e72dfcd1f258193f9aaea3591ecbdaed207661a0,https://github.com/ghantoos/lshell,ghantoos/lshell,9.9,CWE-264,2017-04-24T19:59Z,CRITICAL,0.04939
CVE-2016-9243,b924696b2e8731f39696584d12cceeb3aeb2d874,https://github.com/pyca/cryptography,pyca/cryptography,7.5,CWE-20,2017-03-27T17:59Z,HIGH,0.03399
CVE-2016-9909,9b8d8eb5afbc066b7fac9390f5ec75e5e8a7cab7,https://github.com/html5lib/html5lib-python,html5lib/html5lib-python,6.1,CWE-79,2017-02-22T16:59Z,MEDIUM,0.02141
CVE-2016-9910,9b8d8eb5afbc066b7fac9390f5ec75e5e8a7cab7,https://github.com/html5lib/html5lib-python,html5lib/html5lib-python,6.1,CWE-79,2017-02-22T16:59Z,MEDIUM,0.02141
CVE-2016-9964,6d7e13da0f998820800ecb3fe9ccee4189aefb54,https://github.com/bottlepy/bottle,bottlepy/bottle,6.5,CWE-93,2016-12-16T09:59Z,MEDIUM,0.01761
CVE-2017-0881,7ecda1ac8e26d8fb3725e954b2dc4723dda2255f,https://github.com/zulip/zulip,zulip/zulip,4.3,CWE-863,2017-03-28T02:59Z,MEDIUM,0.01103
CVE-2017-0896,1f48fa27672170bba3b9a97384905bb04c18761b,https://github.com/zulip/zulip,zulip/zulip,6.5,CWE-862,2017-06-02T17:29Z,MEDIUM,0.01278
CVE-2017-0906,049c74699ce93cf126feff06d632ea63fba36742,https://github.com/recurly/recurly-client-python,recurly/recurly-client-python,9.8,CWE-918,2017-11-13T17:29Z,CRITICAL,0.02594
CVE-2017-1002150,b27f38a67573f4c989710c9bfb726dd4c1eeb929,https://github.com/fedora-infra/python-fedora,fedora-infra/python-fedora,6.1,CWE-601,2017-09-14T13:29Z,MEDIUM,0.00809
CVE-2017-14695,80d90307b07b3703428ecbb7c8bb468e28a9ae6d,https://github.com/saltstack/salt,saltstack/salt,9.8,CWE-22,2017-10-24T17:29Z,CRITICAL,0.02568
CVE-2017-14696,5f8b5e1a0f23fe0f2be5b3c3e04199b57a53db5b,https://github.com/saltstack/salt,saltstack/salt,7.5,CWE-20,2017-10-24T17:29Z,HIGH,0.02739
CVE-2017-15111,07f26e213196936fb328ea0c1d5a66a09d8b5440,https://github.com/jdennis/keycloak-httpd-client-install,jdennis/keycloak-httpd-client-install,5.5,CWE-59,2018-01-20T00:29Z,MEDIUM,0.00386
CVE-2017-15112,c3121b271abaaa1a76de2b9ae89dacde0105cd75,https://github.com/jdennis/keycloak-httpd-client-install,jdennis/keycloak-httpd-client-install,7.8,CWE-200,2018-01-20T00:29Z,HIGH,0.00378
CVE-2017-16615,bc795757febdcce430d89f9d08f75c32d6989d3c,https://github.com/thanethomson/MLAlchemy,thanethomson/MLAlchemy,9.8,NVD-CWE-noinfo,2017-11-08T03:29Z,CRITICAL,0.03415
CVE-2017-16618,5d0575303f6df869a515ced4285f24ba721e0d4e,https://github.com/tadashi-aikawa/owlmixin,tadashi-aikawa/owlmixin,9.8,NVD-CWE-noinfo,2017-11-08T03:29Z,CRITICAL,0.04435
CVE-2017-16667,cef81d0da93ff601252607df3db1a48f7f6f01b3,https://github.com/bit-team/backintime,bit-team/backintime,7.8,CWE-78,2017-11-08T18:29Z,HIGH,0.01462
CVE-2017-16763,8cc86a5ec2327e070f1d576d61bbaadf861597ea,https://github.com/bbengfort/confire,bbengfort/confire,9.8,NVD-CWE-noinfo,2017-11-10T09:29Z,CRITICAL,0.04435
CVE-2017-16876,5f06d724bc05580e7f203db2d4a4905fc1127f98,https://github.com/lepture/mistune,lepture/mistune,6.1,CWE-79,2017-12-29T15:29Z,MEDIUM,0.02216
CVE-2017-17713,628149159ba25adbfc29a3ae1d4b10c7eb936dd3,https://github.com/boxug/trape,jofpin/trape,9.8,CWE-89,2017-12-16T20:29Z,CRITICAL,0.01972
CVE-2017-17714,628149159ba25adbfc29a3ae1d4b10c7eb936dd3,https://github.com/boxug/trape,jofpin/trape,6.1,CWE-79,2017-12-16T20:29Z,MEDIUM,0.01168
CVE-2017-2661,1874a769b5720ae5430f10c6cedd234430bc703f,https://github.com/ClusterLabs/pcs,ClusterLabs/pcs,6.1,CWE-79,2018-03-12T15:29Z,MEDIUM,0.01199
CVE-2017-2809,3f8f659ef443ab870bb19f95d43543470168ae04,https://github.com/tomoh1r/ansible-vault,tomoh1r/ansible-vault,7.8,CWE-94,2017-09-14T19:29Z,HIGH,0.02967
CVE-2017-5537,abe0d2a29a1d8e896bfe829c8461bf8b391f1079,https://github.com/WeblateOrg/weblate,WeblateOrg/weblate,5.3,CWE-200,2017-03-15T15:59Z,MEDIUM,0.02287
CVE-2017-5591,22664ee7b86c8e010f312b66d12590fb47160ad8,https://github.com/poezio/slixmpp,poezio/slixmpp,5.9,CWE-20,2017-02-09T20:59Z,MEDIUM,0.01263
